,Date,Time,League,Home_Team,Away_Team,Odd_Home_Mean,Odd_Away_Mean,Pred_Score_Home,Pred_Score_Away,Predicted_Result,Predicted_Points_Sum,Line,Predicted_Line,Difference,Actual_Score_Home,Actual_Score_Away
6.0,06/03/2022,14:00:00,Super-Lig,Turk Telekom,Anadolu Efes,3.77,1.25,76.0,84.0,Diplo,160.0,161.5,Under,1.5,84.0,99.0
7.0,06/03/2022,14:00:00,Basket-League,Lavrio,Larisa,1.65,2.21,77.0,76.0,Assos,153.0,155.0,Under,2.0,77.0,91.0
8.0,06/03/2022,15:00:00,LKL,Jonava,Siauliai,1.92,1.81,85.0,86.0,Diplo,171.0,168.75,Over,2.25,62.0,79.0
9.0,06/03/2022,15:20:00,ABA-League,Cibona,Borac,1.37,2.93,82.0,76.0,Assos,158.0,159.5,Under,1.5,89.0,74.0
10.0,06/03/2022,15:30:00,ACB,Bilbao,Joventut Badalona,2.03,1.79,80.0,82.0,Diplo,162.0,163.5,Under,1.5,71.0,77.0
11.0,06/03/2022,16:00:00,ACB,MoraBanc Andorra,Breogan,1.65,2.24,82.0,79.0,Assos,161.0,163.5,Under,2.5,79.0,86.0
12.0,06/03/2022,16:00:00,Lega-A,Trieste,Venezia,1.56,2.42,81.0,77.0,Assos,158.0,160.0,Under,2.0,65.0,78.0
13.0,06/03/2022,16:00:00,VTB,Unics Kazan,Tsmoki Minsk,1.02,12.15,87.0,70.0,Assos,157.0,155.5,Over,1.5,98.0,56.0
14.0,06/03/2022,16:00:00,VTB,Zenit Petersburg,Parma Perm,1.1,6.61,83.0,67.0,Assos,150.0,152.5,Under,2.5,82.0,75.0
15.0,06/03/2022,16:00:00,Lega-A,Varese,Cremona,1.39,2.99,88.0,82.0,Assos,170.0,168.0,Over,2.0,90.0,78.0
16.0,06/03/2022,16:30:00,BBL,Bayern,Bamberg,1.12,6.21,88.0,75.0,Assos,163.0,163.0,Under,0.0,83.0,62.0
17.0,06/03/2022,17:00:00,Lega-A,Brindisi,Brescia,2.0,1.79,81.0,82.0,Diplo,163.0,164.0,Under,1.0,83.0,88.0
18.0,06/03/2022,17:00:00,ABA-League,Partizan,Crvena zvezda mts,1.82,1.91,75.0,74.0,Assos,149.0,150.0,Under,1.0,98.0,84.0
19.0,06/03/2022,17:15:00,Lega-A,Reggiana,Pesaro,1.31,3.44,85.0,78.0,Assos,163.0,164.0,Under,1.0,86.0,77.0
20.0,06/03/2022,17:30:00,Basket-League,AEK Athens,Apollon Patras,1.28,3.58,80.0,72.0,Assos,152.0,154.5,Under,2.5,77.0,75.0
21.0,06/03/2022,17:30:00,LNB,Levallois,Lyon-Villeurbanne,1.9,1.88,81.0,82.0,Diplo,163.0,164.5,Under,1.5,83.0,81.0
22.0,06/03/2022,18:00:00,ABA-League,KK Krka Novo mesto,Split,1.4,2.77,75.0,71.0,Assos,146.0,149.75,Under,3.75,87.0,84.0
0.0,08/03/2022,17:00:00,Champions-League,Darussafaka,Tofas,1.63,2.26,82.0,78.0,Assos,160.0,160.0,Under,0.0,75.0,74.0
1.0,08/03/2022,17:00:00,Eurocup,Lietkabelis,Partizan,2.92,1.4,76.0,82.0,Diplo,158.0,160.5,Under,2.5,93.0,78.0
2.0,08/03/2022,17:30:00,Champions-League,Hapoel Holon,Galatasaray,1.71,2.1,81.0,77.0,Assos,158.0,159.0,Under,1.0,98.0,89.0
3.0,08/03/2022,17:30:00,Eurocup,Promitheas,Ulm,2.06,1.75,79.0,78.0,Assos,157.0,159.25,Under,2.25,79.0,68.0
4.0,08/03/2022,17:30:00,BBL,Bamberg,Oldenburg,1.6,2.35,91.0,85.0,Assos,176.0,181.0,Under,5.0,83.0,106.0
5.0,08/03/2022,18:00:00,Euroleague,Crvena zvezda mts,Real Madrid,2.75,1.47,72.0,75.0,Diplo,147.0,149.5,Under,2.5,65.0,62.0
6.0,08/03/2022,18:00:00,Eurocup,JL Bourg,Valencia,2.97,1.39,77.0,82.0,Diplo,159.0,160.75,Under,1.75,77.0,88.0
7.0,08/03/2022,19:00:00,Champions-League,Strasbourg,Rytas,1.68,2.15,82.0,77.0,Assos,159.0,162.5,Under,3.5,71.0,73.0
8.0,08/03/2022,19:00:00,BBL,Bonn,Bayern,2.75,1.45,78.0,82.0,Diplo,160.0,164.0,Under,4.0,96.0,61.0
9.0,08/03/2022,19:30:00,Eurocup,Cedevita Olimpija,Buducnost,1.54,2.48,86.0,79.0,Assos,165.0,165.5,Under,0.5,92.0,78.0
10.0,08/03/2022,19:30:00,ACB,Fuenlabrada,Barcelona,4.45,1.21,76.0,87.0,Diplo,163.0,164.5,Under,1.5,69.0,86.0
11.0,08/03/2022,19:30:00,Euroleague,Baskonia,Anadolu Efes,2.92,1.42,79.0,83.0,Diplo,162.0,163.0,Under,1.0,87.0,74.0
0.0,09/03/2022,17:30:00,BBL,Bayreuth,Giessen,1.24,4.02,87.0,78.0,Assos,165.0,164.5,Over,0.5,89.0,95.0
1.0,09/03/2022,17:45:00,BBL,Frankfurt,Gottingen,2.42,1.57,77.0,81.0,Diplo,158.0,162.0,Under,4.0,65.0,73.0
2.0,09/03/2022,18:00:00,ACB,MoraBanc Andorra,Joventut Badalona,1.93,1.86,78.0,80.0,Diplo,158.0,159.5,Under,1.5,83.0,89.0
0.0,29/03/2022,16:00:00,Euroleague,Panathinaikos,Maccabi Tel Aviv,2.29,1.65,77.0,80.0,Diplo,157.0,157.0,Under,0.0,83.0,95.0
1.0,29/03/2022,17:00:00,BBL,Bamberg,Crailsheim Merlins,1.17,5.1,90.0,78.0,Assos,168.0,168.0,Under,0.0,91.0,81.0
2.0,29/03/2022,17:00:00,Eurocup,Ulm,Bursaspor,1.5,2.58,83.0,79.0,Assos,162.0,163.0,Under,1.0,72.0,86.0
3.0,29/03/2022,17:30:00,Euroleague,Fenerbahce,Alba Berlin,1.29,3.73,80.0,72.0,Assos,152.0,154.0,Under,2.0,57.0,66.0
4.0,29/03/2022,18:00:00,LNB,Fos-sur-Mer,Dijon,3.24,1.34,72.0,79.0,Diplo,151.0,152.5,Under,1.5,97.0,79.0
5.0,29/03/2022,18:00:00,LNB,Gravelines-Dunkerque,Cholet,1.86,1.93,81.0,82.0,Diplo,163.0,165.0,Under,2.0,86.0,88.0
6.0,29/03/2022,18:00:00,LNB,Le Portel,Nanterre,2.44,1.55,78.0,83.0,Diplo,161.0,162.5,Under,1.5,87.0,71.0
7.0,29/03/2022,18:00:00,LNB,Limoges,Orleans,1.29,3.57,81.0,72.0,Assos,153.0,154.5,Under,1.5,83.0,63.0
8.0,29/03/2022,18:00:00,Eurocup,MoraBanc Andorra,Levallois,1.83,1.96,81.0,82.0,Diplo,163.0,163.5,Under,0.5,74.0,83.0
9.0,29/03/2022,18:00:00,ACB,Murcia,Barcelona,3.19,1.35,77.0,86.0,Diplo,163.0,164.0,Under,1.0,87.0,89.0
10.0,29/03/2022,18:30:00,Euroleague,Olimpia Milano,Bayern,1.33,3.39,77.0,69.0,Assos,146.0,148.5,Under,2.5,84.0,77.0
11.0,29/03/2022,18:30:00,Eurocup,Virtus Bologna,Gran Canaria,1.23,4.14,86.0,76.0,Assos,162.0,163.5,Under,1.5,70.0,68.0
12.0,29/03/2022,18:30:00,ACB,Tenerife,Real Betis,1.16,5.15,86.0,74.0,Assos,160.0,159.0,Over,1.0,99.0,97.0
0.0,06/05/2022,14:00:00,Super-Lig,Afyon Belediye,Tofas,17.36,1.01,76.0,90.0,Diplo,166.0,166.5,Under,0.5,57.0,115.0
1.0,06/05/2022,15:00:00,LKL,Jonava,Siauliai,1.94,1.8,80.0,80.0,Assos,160.0,162.0,Under,2.0,70.0,72.0
2.0,06/05/2022,15:50:00,LKL,Rytas,Alytaus Dzukija,1.03,10.75,89.0,70.0,Assos,159.0,158.75,Over,0.25,87.0,59.0
3.0,06/05/2022,16:00:00,Champions-League,Hapoel Holon,Tenerife,3.0,1.38,74.0,76.0,Diplo,150.0,154.0,Under,4.0,71.0,78.0
4.0,06/05/2022,16:30:00,Super-Lig,Petkim Spor,Besiktas,1.44,2.67,83.0,78.0,Assos,161.0,163.0,Under,2.0,87.0,80.0
5.0,06/05/2022,16:30:00,Super-Lig,Ulm,Bayern,2.23,1.66,79.0,78.0,Assos,157.0,157.5,Under,0.5,65.0,77.0
6.0,06/05/2022,16:30:00,Super-Lig,Zenit Petersburg,Unics Kazan,1.61,2.29,76.0,74.0,Assos,150.0,152.0,Under,2.0,65.0,74.0
7.0,06/05/2022,17:00:00,BBL,Sassari,Virtus Bologna,1.89,1.9,84.0,84.0,Assos,168.0,168.0,Under,0.0,108.0,73.0
8.0,06/05/2022,17:00:00,VTB,Ludwigsburg,Manresa,2.93,1.39,80.0,83.0,Diplo,163.0,165.0,Under,2.0,55.0,63.0
0.0,07/05/2022,11:00:00,VTB,CSKA Moscow,Lokomotiv Kuban,1.2,4.46,91.0,81.0,Assos,172.0,172.0,Under,0.0,86.0,72.0
1.0,07/05/2022,12:30:00,Super-Lig,Buyukcekmece,Fenerbahce,4.75,1.17,76.0,88.0,Diplo,164.0,166.0,Under,2.0,88.0,96.0
2.0,07/05/2022,13:45:00,Basket-League,Kolossos Rhodes,PAOK,1.51,2.5,76.0,71.0,Assos,147.0,149.75,Under,2.75,69.0,60.0
3.0,07/05/2022,14:00:00,Basket-League,AEK Athens,Peristeri,1.45,2.68,79.0,72.0,Assos,151.0,152.25,Under,1.25,78.0,72.0
4.0,07/05/2022,14:00:00,Basket-League,Aris,Larisa,1.62,2.25,80.0,77.0,Assos,157.0,157.0,Under,0.0,82.0,70.0
5.0,07/05/2022,14:20:00,LKL,Lietkabelis,Juventus,1.24,3.78,89.0,80.0,Assos,169.0,167.0,Over,2.0,92.0,87.0
6.0,07/05/2022,16:00:00,ACB,Baskonia,Basket Zaragoza,1.22,4.31,84.0,75.0,Assos,159.0,159.5,Under,0.5,91.0,59.0
7.0,07/05/2022,16:00:00,Super-Lig,Bursaspor,Gaziantep,1.54,2.4,81.0,77.0,Assos,158.0,157.5,Over,0.5,85.0,82.0
8.0,07/05/2022,16:00:00,Super-Lig,Darussafaka,Pinar Karsiyaka,1.54,2.4,79.0,75.0,Assos,154.0,153.5,Over,0.5,80.0,84.0
9.0,07/05/2022,16:00:00,ACB,MoraBanc Andorra,Fuenlabrada,1.49,2.63,84.0,78.0,Assos,162.0,163.0,Under,1.0,92.0,84.0
10.0,07/05/2022,16:00:00,Super-Lig,Turk Telekom,Galatasaray,6.21,1.11,73.0,87.0,Diplo,160.0,162.0,Under,2.0,67.0,97.0
11.0,07/05/2022,16:00:00,LKL,Zalgiris Kaunas,Neptunas,1.1,6.18,84.0,69.0,Assos,153.0,153.0,Under,0.0,87.0,71.0
12.0,07/05/2022,18:00:00,LNB,Le Mans,Monaco,3.62,1.28,79.0,86.0,Diplo,165.0,166.5,Under,1.5,83.0,84.0
13.0,07/05/2022,18:30:00,BBL,Crailsheim Merlins,Chemnitz,2.1,1.73,80.0,81.0,Diplo,161.0,163.0,Under,2.0,95.0,93.0
14.0,07/05/2022,18:45:00,ACB,Breogan,Barcelona,4.29,1.22,76.0,85.0,Diplo,161.0,162.0,Under,1.0,72.0,74.0
0.0,08/05/2022,10:30:00,ACB,Murcia,Joventut Badalona,1.65,2.26,85.0,82.0,Assos,167.0,167.0,Under,0.0,71.0,83.0
1.0,08/05/2022,11:00:00,ACB,Gran Canaria,Valencia,1.85,1.96,81.0,81.0,Diplo,162.0,165.5,Under,3.5,89.0,83.0
2.0,08/05/2022,13:00:00,LKL,Alytaus Dzukija,Rytas,8.62,1.05,73.0,83.0,Diplo,156.0,157.75,Under,1.75,66.0,92.0
4.0,08/05/2022,13:00:00,BBL,Ulm,Giessen,1.03,12.54,96.0,76.0,Assos,172.0,171.0,Over,1.0,88.0,71.0
5.0,08/05/2022,13:00:00,VTB,Zenit Petersburg,Unics Kazan,1.62,2.27,76.0,74.0,Assos,150.0,152.5,Under,2.5,76.0,67.0
6.0,08/05/2022,14:20:00,LKL,Siauliai,Jonava,1.5,2.49,83.0,77.0,Assos,160.0,162.5,Under,2.5,79.0,65.0
7.0,08/05/2022,15:00:00,Champions-League,Ludwigsburg,Hapoel Holon,1.73,2.07,79.0,77.0,Assos,156.0,157.0,Under,1.0,88.0,68.0
8.0,08/05/2022,15:00:00,ACB,San Pablo Burgos,Unicaja,1.49,2.65,81.0,75.0,Assos,156.0,157.5,Under,1.5,89.0,74.0
9.0,08/05/2022,15:00:00,Lega-A,Virtus Bologna,Brescia,1.49,2.61,87.0,81.0,Assos,168.0,167.5,Over,0.5,79.0,59.0
10.0,08/05/2022,16:00:00,BBL,Bayern,Gottingen,1.1,6.91,86.0,71.0,Assos,157.0,157.5,Under,0.5,87.0,64.0
11.0,08/05/2022,16:00:00,ACB,Obradoiro CAB,Real Madrid,4.07,1.24,77.0,85.0,Diplo,162.0,164.5,Under,2.5,88.0,89.0
12.0,08/05/2022,17:00:00,Basket-League,Ionikos,Olympiacos,12.51,1.02,71.0,88.0,Diplo,159.0,163.75,Under,4.75,78.0,86.0
13.0,08/05/2022,17:30:00,Lega-A,Cremona,Trento,2.09,1.74,79.0,79.0,Diplo,158.0,160.5,Under,2.5,112.0,105.0
14.0,08/05/2022,18:00:00,Champions-League,Manresa,Tenerife,2.08,1.72,79.0,80.0,Diplo,159.0,162.5,Under,3.5,87.0,98.0
15.0,08/05/2022,18:30:00,BBL,Bamberg,Hamburg,1.39,2.99,89.0,83.0,Assos,172.0,174.0,Under,2.0,77.0,67.0
0.0,10/05/2022,11:00:00,VTB,Lokomotiv Kuban,CSKA Moscow,2.85,1.41,80.0,88.0,Diplo,168.0,172.0,Under,4.0,94.0,82.0
1.0,10/05/2022,17:00:00,ACB,Barcelona,Bilbao,1.16,5.32,87.0,75.0,Assos,162.0,162.0,Under,0.0,84.0,62.0
2.0,10/05/2022,17:00:00,ACB,Fuenlabrada,Breogan,1.35,3.24,88.0,82.0,Assos,170.0,171.0,Under,1.0,88.0,65.0
3.0,10/05/2022,17:00:00,ABA-League,Partizan,Buducnost,1.25,3.72,78.0,70.0,Assos,148.0,151.0,Under,3.0,82.0,66.0
4.0,10/05/2022,18:00:00,LNB,Fos-sur-Mer,Roanne,1.61,2.3,83.0,83.0,Assos,166.0,166.5,Under,0.5,100.0,84.0
5.0,10/05/2022,18:00:00,LNB,JL Bourg,Le Portel,1.2,4.45,83.0,74.0,Assos,157.0,158.5,Under,1.5,83.0,86.0
6.0,10/05/2022,18:00:00,LNB,Lyon-Villeurbanne,Cholet,1.16,5.12,89.0,77.0,Assos,166.0,165.5,Over,0.5,87.0,72.0
7.0,10/05/2022,18:00:00,LNB,Monaco,Nanterre,1.19,4.58,89.0,78.0,Assos,167.0,168.5,Under,1.5,84.0,66.0
8.0,10/05/2022,18:30:00,ACB,Basket Zaragoza,MoraBanc Andorra,1.73,2.1,76.0,78.0,Diplo,154.0,155.5,Under,1.5,80.0,83.0
9.0,10/05/2022,18:30:00,BBL,Bayern,Alba Berlin,1.65,2.24,76.0,77.0,Diplo,153.0,155.0,Under,2.0,78.0,83.0
10.0,10/05/2022,19:00:00,ACB,Valencia,San Pablo Burgos,1.3,3.56,83.0,77.0,Assos,160.0,159.5,Over,0.5,84.0,70.0
0.0,11/05/2022,14:00:00,Basket-League,Larisa,Promitheas,1.68,2.16,79.0,77.0,Assos,156.0,157.75,Under,1.75,84.0,77.0
1.0,11/05/2022,15:50:00,LKL,Zalgiris Kaunas,Neptunas,1.08,7.04,83.0,68.0,Assos,151.0,154.0,Under,3.0,89.0,60.0
2.0,11/05/2022,16:00:00,ACB,Joventut Badalona,Obradoiro CAB,1.21,4.42,88.0,79.0,Assos,167.0,166.0,Over,1.0,78.0,84.0
3.0,11/05/2022,16:15:00,Basket-League,Apollon Patras,Olympiacos,12.62,1.02,70.0,85.0,Diplo,155.0,158.0,Under,3.0,68.0,94.0
4.0,11/05/2022,17:00:00,VTB,Unics Kazan,Zenit Petersburg,1.63,2.25,76.0,73.0,Assos,149.0,151.0,Under,2.0,67.0,68.0
5.0,11/05/2022,17:00:00,ACB,Unicaja,Manresa,2.14,1.71,85.0,87.0,Diplo,172.0,171.0,Over,1.0,95.0,100.0
6.0,11/05/2022,18:30:00,Eurocup,Virtus Bologna,Bursaspor,1.23,4.15,84.0,75.0,Assos,159.0,161.5,Under,2.5,80.0,67.0
7.0,11/05/2022,18:30:00,ACB,Real Madrid,Murcia,1.29,3.62,88.0,81.0,Assos,169.0,167.0,Over,2.0,90.0,69.0
8.0,11/05/2022,19:00:00,ACB,Tenerife,Baskonia,1.79,2.03,80.0,78.0,Assos,158.0,158.0,Under,0.0,78.0,91.0
